title,details,link
Acute erythroid leukemia,Other names: Acute erythroleukemia;  Acute erythroleukemia M6a subtype;  Acute erythroleukemia M6b subtype;  Acute myeloid leukemia FAB-M6;  Acute myeloid leukemia M6;  AML M6;  AML-M6;  Di Guglielmo syndrome;  Erythroleukemia,diseases/9620/acute-erythroid-leukemia
Acute fatty liver of pregnancy,Other names: Acute fatty liver;  gestational;  AFLP,diseases/9578/acute-fatty-liver-of-pregnancy
Acute febrile neutrophilic dermatosis,Other names: Gomm Button disease;  Neutrophilic dermatosis;  acute febrile;  SS;  Sweet syndrome,diseases/521/acute-febrile-neutrophilic-dermatosis
Acute flaccid myelitis,,diseases/13142/acute-flaccid-myelitis
Acute graft versus host disease,Other names: Acute GVHD,diseases/6544/acute-graft-versus-host-disease
Acute hemorrhagic leukoencephalitis,Other names: AHL;  AHLE,diseases/8629/acute-hemorrhagic-leukoencephalitis
Acute intermittent porphyria,Other names: AIP;  HMBS deficiency;  Hydroxymethylbilane synthase deficiency;  PBGD deficiency;  Porphobilinogen deaminase deficiency;  Porphyria;  Swedish type;  UPS deficiency;  Uroporphyrinogen synthase deficiency,diseases/5732/acute-intermittent-porphyria
Acute interstitial pneumonia,Other names: Acute interstitial pneumonitis;  Hamman-Rich syndrome,diseases/12835/acute-interstitial-pneumonia
Acute leukemia of ambiguous lineage,Other names: Acute biphenotypic leukemia;  Acute leukemia of ambiguous lineage;  Acute leukemia of indeterminate lineage;  Acute leukemia of undetermined lineage;  ALL with myeloid markers;  AML with lymphoid markers;  BAL;  Biphenotypic acute leukemia;  Hybrid acute leukemia;  Mixed lineage acute leukemia;  Mixed phenotype acute leukemia;  Undifferentiated acute leukemia,diseases/8638/acute-leukemia-of-ambiguous-lineage
Acute lymphoblastic leukemia,Other names: Acute lymphocytic leukemia;  ALL,diseases/522/acute-lymphoblastic-leukemia
Acute megakaryoblastic leukemia,Other names: Acute megakaryocytic leukemia;  Acute myeloblastic leukemia type 7;  Acute myeloid leukemia M7;  AMKL;  AML M7,diseases/524/acute-megakaryoblastic-leukemia
Acute monoblastic leukemia,Other names: Acute monocytic leukemia;  Acute myeloblastic leukemia type 5;  AML M5;  AML-M5,diseases/525/acute-monoblastic-leukemia
Acute mountain sickness,Other names: Altitude anoxia;  Altitude sickness;  High altitude cerebral edema;  High altitude pulmonary edema;  Mountain sickness,diseases/5730/acute-mountain-sickness
Acute myeloblastic leukemia with maturation,Other names: Acute myeloblastic leukemia M2;  Acute myeloblastic leukemia type 2;  AML M2;  LAM M2,diseases/527/acute-myeloblastic-leukemia-with-maturation
Acute myeloblastic leukemia without maturation,Other names: Acute myeloblastic leukemia M1;  Acute myeloblastic leukemia type 1;  AML M1,diseases/526/acute-myeloblastic-leukemia-without-maturation
Acute myeloid leukemia,Other names: Acute myelogenous leukemia,diseases/12757/acute-myeloid-leukemia
Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),Other names: Acute myelomonocytic leukemia ;  AML with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22);  AML with inv(16)(p13.1q22) or t(16;16)(p13.1;q22);  CBFB-MYH11,diseases/536/acute-myeloid-leukemia-with-abnormal-bone-marrow-eosinophils-inv16p13q22-or-t1616p13q22
Acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2),Other names: Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2);  Acute myeloid leukemia with inv3(q21;q26.2) or t(3;3)(q21;q26.2);  AML with inv(3)(q21q26.2) or t(3;3)(q21;q26.2);  AML with inv3(p21;q26.2) or t(3;3)(p21;q26.2);  AML with inv3(q21;q26.2) or t(3;3)(q21;q26.2),diseases/12759/acute-myeloid-leukemia-with-inv3p21q262-or-t33p21q262
Acute myeloid leukemia with recurrent genetic anomaly,Other names: AML with recurrent genetic anomaly,diseases/12758/acute-myeloid-leukemia-with-recurrent-genetic-anomaly
Acute myelomonocytic leukemia,Other names: Acute myeloblastic leukemia type 4;  AML M4;  AML-M4;  AMMoL,diseases/529/acute-myelomonocytic-leukemia
Acute necrotizing encephalopathy,Other names: Acute necrotizing encephalitis;  ANE,diseases/13233/acute-necrotizing-encephalopathy
Acute necrotizing ulcerative gingivitis,Other names: Acute membranous gingivitis;  ANUG;  Fusospirillary gingivitis;  Fusospirillosis;  Phagedenic gingivitis;  Vincent's gingivitis;  Vincent's infection;  Vincent's stomatitis,diseases/5736/acute-necrotizing-ulcerative-gingivitis
Acute non lymphoblastic leukemia,,diseases/537/acute-non-lymphoblastic-leukemia
Acute panmyelosis with myelofibrosis,Other names: Acute myelodysplasia with myelofibrosis;  Acute myelofibrosis;  Acute myelosclerosis,diseases/11907/acute-panmyelosis-with-myelofibrosis
Acute posterior multifocal placoid pigment epitheliopathy,Other names: Acute multifocal placoid pigment epitheliopathy;  Acute placoid pigment epitheliopathy;  AMPPE;  APMPPE;  Epitheliopathy;  acute posterior multifocal placoid pigment;  Multifocal placoid pigment epitheliopathy,diseases/2183/acute-posterior-multifocal-placoid-pigment-epitheliopathy
Acute promyelocytic leukemia,Other names: Acute myeloblastic leukemia 3;  Acute myeloblastic leukemia type 3;  Acute myeloid leukemia with t(15;17)(q22;q12);(PML/RARalpha) and variants;  AML M3;  AML with t(15;17)(q22;q12);(PML/RARalpha) and variants;  APML,diseases/538/acute-promyelocytic-leukemia
Acute respiratory distress syndrome,Other names: Acute lung injury;  Adult respiratory distress syndrome;  ALI;  ARDS;  Increased-permeability pulmonary edema;  Non-cardiogenic pulmonary edema;  Respiratory distress syndrome;  adult;  Shock lung;  Stiff lung,diseases/5698/acute-respiratory-distress-syndrome
Acute zonal occult outer retinopathy,Other names: AZOOR,diseases/8640/acute-zonal-occult-outer-retinopathy
Adactylia unilateral,Other names: Terminal transverse defects of hand;  unilateral,diseases/377/adactylia-unilateral
Adams-Oliver syndrome,Other names: Adams Oliver syndrome;  AOS;  Congenital scalp defects with distal limb anomalies;  Congenital scalp defects with distal limb reduction anomalies;  Limb scalp and skull defects;  Limb;  scalp and skull defects,diseases/5739/adams-oliver-syndrome
ADCY5-related dyskinesia,Other names: Dyskinesia;  familial;  with facial myokymia;  Familial dyskinesia and facial myokymia;  FDFM,diseases/12722/adcy5-related-dyskinesia
Addison's disease,Other names: Addison disease;  Adrenal aplasia;  Adrenal gland hypofunction;  Adrenal hypoplasia;  Hypoadrenocorticism familial,diseases/5740/addisons-disease
Adenine phosphoribosyltransferase deficiency,Other names: 2; 8-dihydroxyadenine urolithiasis;  APRT deficiency,diseases/546/adenine-phosphoribosyltransferase-deficiency
Adenocarcinoid tumor,,diseases/5741/adenocarcinoid-tumor
Adenocarcinoma of the appendix,Other names: Colonic type adenocarcinoma;  Cystadenocarcinoma;  Mucinous adenocarcinoma;  Nonmucinous adenocarcinoma,diseases/10564/adenocarcinoma-of-the-appendix
Adenoid cystic carcinoma,Other names: Adenocystic carcinoma;  Cribriform carcinoma;  Cylindroma,diseases/5743/adenoid-cystic-carcinoma
Adenoma of the adrenal gland,Other names: Adrenal adenoma;  Adrenal cortical adenoma;  Adrenal incidentaloma;  Adrenocortical adenoma,diseases/5745/adenoma-of-the-adrenal-gland
Adenomyosis,,diseases/8156/adenomyosis
Adenosarcoma of the uterus,Other names: Mullerian adenosarcoma of the uterus;  Uterine adenosarcoma,diseases/9636/adenosarcoma-of-the-uterus
Adenosine Deaminase 2 deficiency,Other names: ADA2 deficiency;  Childhood-onset polyarteritis nodosa;  DADA2;  Polyarteritis nodosa;  childhood-onset;  Vasculitis due to ADA2 deficiency;  Vasculitis due to DADA2,diseases/12383/adenosine-deaminase-2-deficiency
Adenosine deaminase deficiency,Other names: ADA deficiency;  ADA-SCID;  Adenosine deaminase deficient severe combined immunodeficiency;  SCID due to ADA deficiency;  Severe combined immunodeficiency due to ADA deficiency;  Severe combined immunodeficiency due to adenosine deaminase deficiency;  Severe combined immunodeficiency;  autosomal recessive;  T cell-negative;  B cell-negative;  NK cell-negative;  due to adenosine deaminase deficiency,diseases/5748/adenosine-deaminase-deficiency
Adenosine monophosphate deaminase 1 deficiency,Other names: Adenosine monophosphate deaminase deficiency;  AMP deaminase 1 deficiency;  AMP deaminase deficiency;  AMPD1 deficiency;  MMDD;  Myoadenylate deaminase deficiency;  Myopathy due to myoadenylate deaminase deficiency,diseases/547/adenosine-monophosphate-deaminase-1-deficiency
Adenosquamous carcinoma of the endometrium,Other names: Endometrial Adenosquamous Cancer;  Endometrial Adenosquamous Carcinoma,diseases/13107/adenosquamous-carcinoma-of-the-endometrium
Adenosylcobalamin deficiency,Other names: Adenosylcobalamin deficiency;  Vitamin B12-responsive methylmalonic aciduria,diseases/12623/adenosylcobalamin-deficiency
Adenylosuccinase deficiency,Other names: Adenylosuccinate lyase deficiency;  ADSL deficiency,diseases/550/adenylosuccinase-deficiency
Adermatoglyphia,Other names: Absence of fingerprints;  ADERM;  ADG;  Congenital absence of fingerprints;  Immigration delay disease;  Isolated congenital adermatoglyphia,diseases/12550/adermatoglyphia
Adie syndrome,Other names: Adie's Pupil;  HAS;  Holmes-Adie syndrome;  Tonic;  sluggishly reacting pupil and hypoactive or absent tendon reflexes,diseases/5749/adie-syndrome
Adiposis dolorosa,Other names: Dercum disease;  Dercum's disease,diseases/5750/adiposis-dolorosa
Adnexal spiradenoma/cylindroma of a sweat gland,Other names: Adnexal sweat gland spiradenoma/cylindroma,diseases/8641/adnexal-spiradenomacylindroma-of-a-sweat-gland
ADNP syndrome,Other names: ADNP-related syndromic intellectual disability-autism spectrum disorder;  Helsmoortel-van der Aa Syndrome;  HVDAS,diseases/12931/adnp-syndrome
Adrenal cancer,,diseases/5751/adrenal-cancer
Adrenal medulla cancer,,diseases/5755/adrenal-medulla-cancer
Adrenocortical carcinoma,Other names: ACC,diseases/558/adrenocortical-carcinoma
Adrenomyeloneuropathy,Other names: AMN,diseases/10614/adrenomyeloneuropathy
Adrenomyodystrophy,Other names: AMD;  MAD;  Mandibuloacral dysplasia,diseases/562/adrenomyodystrophy
Adult neuronal ceroid lipofuscinosis,Other names: Adult NCL;  ANCL;  CLN4 disease;  adult autosomal dominant;  Kuf's disease;  Kufs disease;  Neuronal ceroid lipofuscinosis 4,diseases/10973/adult-neuronal-ceroid-lipofuscinosis
Adult polyglucosan body disease,Other names: APBD;  APBN;  Polyglucosan body disease;  adult form;  Polyglucosan body neuropathy;  adult form,diseases/108/adult-polyglucosan-body-disease
Adult progressive spinal muscular atrophy Aran Duchenne type,Other names: Adult SMA Aran Duchenne type;  Aran Duchenne spinal muscular atrophy,diseases/9132/adult-progressive-spinal-muscular-atrophy-aran-duchenne-type
ADULT syndrome,Other names: Acro dermato ungual lacrimal tooth syndrome;  Acro-dermato-ungual-lacrimal-tooth syndrome,diseases/384/adult-syndrome
Adult T-cell leukemia/lymphoma,Other names: Adult T-cell leukaemia;  Adult T-cell leukaemia/lymphoma (HTLV-1 positive);  Adult T-cell lymphoma;  ATLL,diseases/13103/adult-t-cell-leukemialymphoma
Adult-onset immunodeficiency with anti-interferon-gamma autoantibodies,Other names: Acquired adult-onset immunodeficiency;  Adult onset immunodeficiency syndrome;  Adult-onset immunodeficiency due to anti-interferon-gamma autoantibody;  Adult-Onset Immunodeficiency with Acquired Anti-Interferon-Gamma Autoantibodies;  Anti-IFN-gamma autoantibody syndrome,diseases/11992/adult-onset-immunodeficiency-with-anti-interferon-gamma-autoantibodies
Adult-onset nemaline myopathy,,diseases/12824/adult-onset-nemaline-myopathy
Adult-onset Still's disease,Other names: Adult Still's disease;  Still's disease adult onset,diseases/436/adult-onset-stills-disease
Adult-onset vitelliform macular dystrophy,Other names: Adult-onset foveomacular vitelliform dystrophy;  AVMD;  Foveomacular dystrophy;  adult-onset;  with choroidal neovascularization;  Foveomacular dystrophy;  adult-onset; AOFMD;  Macular dystrophy;  vitelliform;  adult-onset;  Vitelliform macular dystrophy;  adult-onset,diseases/10909/adult-onset-vitelliform-macular-dystrophy
"Advanced sleep phase syndrome, familial",Other names: Familial advanced sleep phase syndrome;  FASPS,diseases/9242/advanced-sleep-phase-syndrome-familial
Aerobic actinomyces infection,,diseases/9779/aerobic-actinomyces-infection
Afibrinogenemia,Other names: Afibrinogenemia congenital;  Congenital afibrinogenemia,diseases/5761/afibrinogenemia
Agammaglobulinemia  X-linked type 2,Other names: AGMX2;  XLA2,diseases/10007/agammaglobulinemia-x-linked-type-2
"Agammaglobulinemia, microcephaly, and severe dermatitis",,diseases/10011/agammaglobulinemia-microcephaly-and-severe-dermatitis
"Agammaglobulinemia, non-Bruton type",Other names: Autosomal agammaglobulinemia,diseases/9640/agammaglobulinemia-non-bruton-type
Agenesis of the dorsal pancreas,Other names: Complete agenesis of the dorsal pancreas;  Congenital pancreatic agenesis;  Congenital short pancreas;  Pancreas agenesis;  dorsal;  Pancreas;  dorsal;  agenesis of;  Partial agenesis of the dorsal pancreas;  Partial pancreatic agenesis,diseases/4203/agenesis-of-the-dorsal-pancreas
Aggressive NK cell leukemia,Other names: Aggressive natural killer cell leukemia;  ANKL,diseases/10493/aggressive-nk-cell-leukemia
Aglossia and Situs Inversus,,diseases/9211/aglossia-and-situs-inversus
Agnathia-microstomia-synotia,Other names: Agnathia;  microstomia;  synotia and cardiac and pulmonary maldevelopment;  Plurimalformative syndrome,diseases/10125/agnathia-microstomia-synotia
Agnosia,Other names: Monomodal visual amnesia;  Primary visual agnosia;  Visual amnesia,diseases/8/agnosia
Ahumada Del Castillo syndrome,Other names: Amenorrhea galactorrhea FSH decrease syndrome;  Argonz Ahumada Del Castillo syndrome;  Argonz Del Castillo syndrome;  Galactorrhea amenorrhea without pregnancy;  Nonpuerperal galactorrhe amenorrhea,diseases/5763/ahumada-del-castillo-syndrome
Aicardi syndrome,Other names: AIC;  Corpus callosum;  agenesis of;  with chorioretinal abnormality,diseases/5764/aicardi-syndrome
Aicardi-Goutieres syndrome,Other names: AGS;  Aicardi Goutieres syndrome;  CREE ENCEPHALITIS;  Encephalopathy with basal ganglia calcification;  Encephalopathy with intracranial calcification and chronic lymphocytosis of cerebrospinal fluid;  Encephalopathy;  familial infantile;  with calcification of basal ganglia and chronic cerebrospinal fluid lymphocytosis;  Pseudotoxoplasmosis syndrome,diseases/575/aicardi-goutieres-syndrome
AIDS Dementia Complex,Other names: ADC;  AIDS related cognitive impairment,diseases/8250/aids-dementia-complex
AIDS dysmorphic syndrome,,diseases/5765/aids-dysmorphic-syndrome
Ainhum,Other names: Spontaneous dactylolysis,diseases/9512/ainhum
Airway-centered interstitial fibrosis,Other names: Airway-centered idiopathic interstitial pneumonia,diseases/12035/airway-centered-interstitial-fibrosis
Akaba Hayasaka syndrome,Other names: Frontal bossing;  cloudy corneae;  low nasal ridge;  and micrognathia;  hypoplastic thorax;  and rhizomelic micromelia,diseases/577/akaba-hayasaka-syndrome
Akesson syndrome,Other names: Cutis verticis gyrata;  thyroaplasia and mental deficiency syndrome;  Cutis verticis gyrata-thyroid aplasia-mental retardation syndrome,diseases/578/akesson-syndrome
AL amyloidosis,Other names: Amyloidosis AL;  Amyloidosis primary systemic;  Light chain amyloidosis;  Primary AL amyloidosis;  Primary amyloidosis (Formerly);  Primary systemic AL amyloidosis;  Primary systemic amyloidosis;  Systemic AL amyloidsis,diseases/5797/al-amyloidosis
Al Gazali Aziz Salem syndrome,Other names: Short stature;  intellectual disability;  facial dysmorphism;  short webbed neck;  skin changes and congenital heart disease;  Short stature;  webbed neck;  heart disease,diseases/583/al-gazali-aziz-salem-syndrome
Al Gazali Khidr Prem Chandran syndrome,Other names: Cherubism;  optic atrophy and short stature,diseases/586/al-gazali-khidr-prem-chandran-syndrome
Al Gazali Sabrinathan Nair syndrome,Other names: Al Gazali-Nair syndrome;  Osteogenesis imperfecta retinopathy seizures intellectual deficit,diseases/587/al-gazali-sabrinathan-nair-syndrome
Al Gazali syndrome,Other names: Al Gazali Al Talabani syndrome;  Eye defects arachnodactyly cardiopathy,diseases/10054/al-gazali-syndrome
Al-Gazali-Donnai-Mueller syndrome,Other names: Hirschsprung's disease;  hypoplastic nails;  and minor dysmorphic features,diseases/584/al-gazali-donnai-mueller-syndrome
Alagille syndrome,Other names: Alagille-Watson syndrome;  Arteriohepatic dysplasia;  Cardiovertebral syndrome;  Cholestasis with peripheral pulmonary stenosis;  Hepatic ductular hypoplasia;  Hepatofacioneurocardiovertebral syndrome;  Paucity of interlobular bile ducts;  Watson Alagille syndrome;  Watson-Miller syndrome,diseases/804/alagille-syndrome
Aland island eye disease,Other names: AIED;  Forsius Eriksson type ocular albinism,diseases/10574/aland-island-eye-disease
"Alaninuria with microcephaly, dwarfism, enamel hypoplasia and diabetes mellitus",Other names: Stimmler syndrome,diseases/5026/alaninuria-with-microcephaly-dwarfism-enamel-hypoplasia-and-diabetes-mellitus
